show_id,type,title,title_Cleaned,director,director_Cleaned,cast,country,date_added,release_year,rating,duration,duration_minutes,duration_seasons,listed_in,description
s2265,Movie,Show 2265,Show 2265,John Smith,John Smith,,Canada,19-03-2020,1985,TV-MA,8 Seasons,,8,Thriller,Sample description of the show
s2266,Movie,Show 2266,Show 2266,Chris Nolan,Chris Nolan,"Actor A, Actor B, Actor C",Japan,31-05-2016,2009,G,163 min,163,,Romance,Sample description of the show
s2267,Movie,Show 2267,Show 2267,Raj Malhotra,Raj Malhotra,"Actor A, Actor B, Actor C",,21-03-2016,2019,TV-14,2 Seasons,,2,Thriller,Sample description of the show
s2268,Movie,Show 2268,Show 2268,Chris Nolan,Chris Nolan,"Actor A, Actor B, Actor C",,22-04-2021,2011,R,104 min,104,,Horror,Sample description of the show
s2269,Movie,Show 2269,Show 2269,Anita Desai,Anita Desai,"Actor A, Actor B, Actor C",Japan,04-07-2021,1995,G,3 Seasons,,3,Drama,Sample description of the show
s2270,TV Show,Show 2270,Show 2270,Chris Nolan,Chris Nolan,"Actor A, Actor B, Actor C",India,19-02-2022,2000,,1 Seasons,,1,Drama,Sample description of the show
s2271,TV Show,Show 2271,Show 2271,Raj Malhotra,Raj Malhotra,,Japan,03-11-2020,1999,G,101 min,101,,Documentary,Sample description of the show
s2272,TV Show,Show 2272,Show 2272,John Smith,John Smith,"Actor A, Actor B, Actor C",United Kingdom,27-04-2017,1991,TV-MA,151 min,151,,Thriller,Sample description of the show
s2273,TV Show,Show 2273,Show 2273,John Smith,John Smith,,Canada,23-09-2018,1991,R,168 min,168,,Comedy,Sample description of the show
s2274,Movie,Show 2274,Show 2274,John Smith,John Smith,"Actor A, Actor B, Actor C",Canada,12-01-2019,1990,G,176 min,176,,Thriller,Sample description of the show
s2275,TV Show,Show 2275,Show 2275,John Smith,John Smith,"Actor A, Actor B, Actor C",Canada,01-09-2018,2001,PG,160 min,160,,Drama,Sample description of the show
s2276,Movie,Show 2276,Show 2276,Chris Nolan,Chris Nolan,"Actor A, Actor B, Actor C",,16-02-2023,2010,,157 min,157,,Thriller,Sample description of the show
s2277,Movie,Show 2277,Show 2277,,,"Actor A, Actor B, Actor C",South Korea,19-02-2015,2001,TV-PG,104 min,104,,Comedy,Sample description of the show
s2278,Movie,Show 2278,Show 2278,Anita Desai,Anita Desai,"Actor A, Actor B, Actor C",South Korea,08-07-2018,2002,PG-13,148 min,148,,Horror,Sample description of the show
s2279,Movie,Show 2279,Show 2279,Raj Malhotra,Raj Malhotra,"Actor A, Actor B, Actor C",,30-07-2018,2011,G,2 Seasons,,2,Drama,Sample description of the show
s2280,TV Show,Show 2280,Show 2280,John Smith,John Smith,"Actor A, Actor B, Actor C",,02-05-2016,1990,G,8 Seasons,,8,Thriller,Sample description of the show
s2281,TV Show,Show 2281,Show 2281,  Steven   Spielberg  ,Steven Spielberg,"Actor A, Actor B, Actor C",,15-12-2021,1986,G,4 Seasons,,4,Romance,Sample description of the show
s2282,TV Show,Show 2282,Show 2282,Raj Malhotra,Raj Malhotra,"Actor A, Actor B, Actor C",India,26-10-2018,1994,TV-14,99 min,99,,Drama,Sample description of the show
s2283,TV Show,Show 2283,Show 2283,John Smith,John Smith,"Actor A, Actor B, Actor C",,06-07-2019,2021,,130 min,130,,Documentary,Sample description of the show
s2284,Movie,Show 2284,Show 2284,Chris Nolan,Chris Nolan,"Actor A, Actor B, Actor C",,02-07-2017,2015,,80 min,80,,Comedy,Sample description of the show
s2285,TV Show,Show 2285,Show 2285,  Steven   Spielberg  ,Steven Spielberg,"Actor A, Actor B, Actor C",,25-04-2021,2000,PG-13,150 min,150,,Action,Sample description of the show
s2286,Movie,Show 2286,Show 2286,  Steven   Spielberg  ,Steven Spielberg,"Actor A, Actor B, Actor C",Japan,11-03-2017,1982,PG,127 min,127,,Romance,Sample description of the show
s2287,TV Show,Show 2287,Show 2287,Chris Nolan,Chris Nolan,"Actor A, Actor B, Actor C",,22-05-2019,2021,G,129 min,129,,Comedy,Sample description of the show
s2288,TV Show,Show 2288,Show 2288,  Steven   Spielberg  ,Steven Spielberg,"Actor A, Actor B, Actor C",South Korea,08-03-2015,2013,TV-PG,161 min,161,,Action,Sample description of the show
s2289,Movie,Show 2289,Show 2289,Anita Desai,Anita Desai,"Actor A, Actor B, Actor C",Canada,10-12-2016,1985,R,158 min,158,,Thriller,Sample description of the show
s2290,TV Show,Show 2290,Show 2290,,,"Actor A, Actor B, Actor C",Canada,16-03-2018,1990,R,7 Seasons,,7,Horror,Sample description of the show
s2291,Movie,Show 2291,Show 2291,Chris Nolan,Chris Nolan,"Actor A, Actor B, Actor C",,22-08-2015,1991,TV-PG,6 Seasons,,6,Romance,Sample description of the show
s2292,Movie,Show 2292,Show 2292,Chris Nolan,Chris Nolan,,Japan,25-07-2022,2001,TV-14,167 min,167,,Documentary,Sample description of the show
s2293,Movie,Show 2293,Show 2293,John Smith,John Smith,"Actor A, Actor B, Actor C",Canada,05-09-2016,2004,TV-MA,90 min,90,,Documentary,Sample description of the show
s2294,Movie,Show 2294,Show 2294,Anita Desai,Anita Desai,"Actor A, Actor B, Actor C",United Kingdom,08-08-2016,2020,PG,7 Seasons,,7,Romance,Sample description of the show
s2295,Movie,Show 2295,Show 2295,,,"Actor A, Actor B, Actor C",South Korea,14-07-2018,2022,TV-PG,1 Seasons,,1,Thriller,Sample description of the show
s2296,Movie,Show 2296,Show 2296,Anita Desai,Anita Desai,"Actor A, Actor B, Actor C",India,23-05-2020,1989,TV-14,5 Seasons,,5,Horror,Sample description of the show
s2297,TV Show,Show 2297,Show 2297,John Smith,John Smith,"Actor A, Actor B, Actor C",United Kingdom,19-12-2022,1983,TV-MA,3 Seasons,,3,Comedy,Sample description of the show
s2298,TV Show,Show 2298,Show 2298,Raj Malhotra,Raj Malhotra,"Actor A, Actor B, Actor C",India,,1989,,118 min,118,,Action,Sample description of the show
s2299,Movie,Show 2299,Show 2299,,,"Actor A, Actor B, Actor C",United Kingdom,15-04-2019,1987,PG-13,102 min,102,,Thriller,Sample description of the show
s2300,Movie,Show 2300,Show 2300,John Smith,John Smith,"Actor A, Actor B, Actor C",,24-12-2020,1998,PG-13,88 min,88,,Drama,Sample description of the show
s2301,Movie,Show 2301,Show 2301,Chris Nolan,Chris Nolan,"Actor A, Actor B, Actor C",United Kingdom,19-11-2016,1989,G,101 min,101,,Action,Sample description of the show
s2302,TV Show,Show 2302,Show 2302,John Smith,John Smith,"Actor A, Actor B, Actor C",United States,13-03-2017,1991,TV-MA,2 Seasons,,2,Comedy,Sample description of the show
s2303,Movie,Show 2303,Show 2303,Chris Nolan,Chris Nolan,"Actor A, Actor B, Actor C",India,11-02-2015,2009,TV-14,180 min,180,,Romance,Sample description of the show
s2304,TV Show,Show 2304,Show 2304,,,"Actor A, Actor B, Actor C",,27-05-2017,2005,,3 Seasons,,3,Documentary,Sample description of the show
s2305,Movie,Show 2305,Show 2305,Raj Malhotra,Raj Malhotra,"Actor A, Actor B, Actor C",United States,06-02-2017,1981,,126 min,126,,Horror,Sample description of the show
s2306,Movie,Show 2306,Show 2306,Anita Desai,Anita Desai,,United Kingdom,21-09-2017,2020,,173 min,173,,Action,Sample description of the show
s2307,TV Show,Show 2307,Show 2307,Raj Malhotra,Raj Malhotra,"Actor A, Actor B, Actor C",United States,27-09-2019,1982,G,6 Seasons,,6,Horror,Sample description of the show
s2308,Movie,Show 2308,Show 2308,,,"Actor A, Actor B, Actor C",Canada,23-03-2016,1984,PG,168 min,168,,Thriller,Sample description of the show
s2309,TV Show,Show 2309,Show 2309,Chris Nolan,Chris Nolan,"Actor A, Actor B, Actor C",South Korea,31-05-2022,1987,R,143 min,143,,Thriller,Sample description of the show
s2310,Movie,Show 2310,Show 2310,Anita Desai,Anita Desai,"Actor A, Actor B, Actor C",Japan,02-01-2021,1981,PG,164 min,164,,Drama,Sample description of the show
s2311,Movie,Show 2311,Show 2311,Anita Desai,Anita Desai,"Actor A, Actor B, Actor C",Canada,13-10-2021,2014,,130 min,130,,Comedy,Sample description of the show
s2312,Movie,Show 2312,Show 2312,,,"Actor A, Actor B, Actor C",India,10-12-2022,1980,G,156 min,156,,Thriller,Sample description of the show
s2313,Movie,Show 2313,Show 2313,  Steven   Spielberg  ,Steven Spielberg,"Actor A, Actor B, Actor C",,02-11-2019,2022,PG,146 min,146,,Drama,Sample description of the show
s2314,Movie,Show 2314,Show 2314,,,"Actor A, Actor B, Actor C",,22-10-2017,2019,R,126 min,126,,Drama,Sample description of the show
s2315,Movie,Show 2315,Show 2315,,,"Actor A, Actor B, Actor C",South Korea,12-10-2022,2009,,85 min,85,,Comedy,Sample description of the show
s2316,TV Show,Show 2316,Show 2316,Raj Malhotra,Raj Malhotra,"Actor A, Actor B, Actor C",Japan,22-04-2018,2016,TV-PG,164 min,164,,Action,Sample description of the show
s2317,TV Show,Show 2317,Show 2317,Chris Nolan,Chris Nolan,"Actor A, Actor B, Actor C",United Kingdom,25-04-2016,2017,TV-14,131 min,131,,Documentary,Sample description of the show
s2318,TV Show,Show 2318,Show 2318,Raj Malhotra,Raj Malhotra,"Actor A, Actor B, Actor C",Japan,21-03-2019,1989,G,1 Seasons,,1,Thriller,Sample description of the show
s2319,TV Show,SHOW 2319,Show 2319,Chris Nolan,Chris Nolan,"Actor A, Actor B, Actor C",Japan,12-01-2023,2009,TV-PG,152 min,152,,Action,Sample description of the show
s2320,TV Show,Show 2320,Show 2320,  Steven   Spielberg  ,Steven Spielberg,"Actor A, Actor B, Actor C",South Korea,01-01-2018,2004,TV-14,6 Seasons,,6,Romance,Sample description of the show
s2321,Movie,Show 2321,Show 2321,Chris Nolan,Chris Nolan,"Actor A, Actor B, Actor C",Canada,19-08-2020,1996,R,171 min,171,,Action,Sample description of the show
s2322,TV Show,Show 2322,Show 2322,  Steven   Spielberg  ,Steven Spielberg,"Actor A, Actor B, Actor C",,22-10-2021,1992,R,1 Seasons,,1,Documentary,Sample description of the show
s2323,TV Show,Show 2323,Show 2323,  Steven   Spielberg  ,Steven Spielberg,"Actor A, Actor B, Actor C",,12-11-2018,2023,TV-MA,139 min,139,,Romance,Sample description of the show
s2324,TV Show,Show 2324,Show 2324,Raj Malhotra,Raj Malhotra,"Actor A, Actor B, Actor C",,22-09-2017,2005,R,89 min,89,,Thriller,Sample description of the show
s2325,Movie,Show 2325,Show 2325,Chris Nolan,Chris Nolan,"Actor A, Actor B, Actor C",United Kingdom,23-10-2020,2008,PG,7 Seasons,,7,Action,Sample description of the show
s2326,TV Show,Show 2326,Show 2326,  Steven   Spielberg  ,Steven Spielberg,"Actor A, Actor B, Actor C",Canada,13-12-2019,1989,R,6 Seasons,,6,Drama,Sample description of the show
s2327,Movie,Show 2327,Show 2327,John Smith,John Smith,"Actor A, Actor B, Actor C",,23-07-2015,2009,R,171 min,171,,Horror,Sample description of the show
s2328,Movie,Show 2328,Show 2328,,,"Actor A, Actor B, Actor C",Japan,02-06-2018,1993,R,130 min,130,,Thriller,Sample description of the show
s2329,TV Show,Show 2329,Show 2329,Anita Desai,Anita Desai,"Actor A, Actor B, Actor C",South Korea,21-10-2022,1997,R,1 Seasons,,1,Action,Sample description of the show
s2330,TV Show,Show 2330,Show 2330,Chris Nolan,Chris Nolan,"Actor A, Actor B, Actor C",Canada,28-08-2022,1993,R,98 min,98,,Action,Sample description of the show
s2331,TV Show,Show 2331,Show 2331,Chris Nolan,Chris Nolan,"Actor A, Actor B, Actor C",Japan,15-06-2021,1999,TV-14,2 Seasons,,2,Horror,Sample description of the show
s2332,Movie,Show 2332,Show 2332,Chris Nolan,Chris Nolan,"Actor A, Actor B, Actor C",United States,06-06-2015,2008,TV-MA,102 min,102,,Thriller,Sample description of the show
s2333,TV Show,Show 2333,Show 2333,,,"Actor A, Actor B, Actor C",United States,26-10-2017,1998,TV-14,128 min,128,,Documentary,Sample description of the show
s2334,TV Show,Show 2334,Show 2334,,,"Actor A, Actor B, Actor C",South Korea,10-02-2018,2010,R,91 min,91,,Comedy,Sample description of the show
s2335,Movie,Show 2335,Show 2335,John Smith,John Smith,"Actor A, Actor B, Actor C",United States,20-12-2022,2013,R,158 min,158,,Romance,Sample description of the show
s2336,Movie,Show 2336,Show 2336,Anita Desai,Anita Desai,"Actor A, Actor B, Actor C",United Kingdom,05-07-2021,2007,PG-13,144 min,144,,Documentary,Sample description of the show
s2337,Movie,Show 2337,Show 2337,,,"Actor A, Actor B, Actor C",United States,09-03-2023,2009,TV-14,144 min,144,,Horror,Sample description of the show
s2338,TV Show,SHOW 2338,Show 2338,Raj Malhotra,Raj Malhotra,"Actor A, Actor B, Actor C",United States,02-09-2018,1989,PG,80 min,80,,Drama,Sample description of the show
s2339,Movie,Show 2339,Show 2339,John Smith,John Smith,"Actor A, Actor B, Actor C",Canada,14-02-2018,1992,,3 Seasons,,3,Thriller,Sample description of the show
s2340,TV Show,Show 2340,Show 2340,Anita Desai,Anita Desai,,,22-02-2020,1983,TV-MA,81 min,81,,Horror,Sample description of the show
s2341,Movie,Show 2341,Show 2341,Chris Nolan,Chris Nolan,"Actor A, Actor B, Actor C",United Kingdom,24-04-2019,2021,G,101 min,101,,Drama,Sample description of the show
s2342,TV Show,Show 2342,Show 2342,,,"Actor A, Actor B, Actor C",South Korea,21-12-2019,1989,PG,125 min,125,,Romance,Sample description of the show
s2343,Movie,Show 2343,Show 2343,Chris Nolan,Chris Nolan,"Actor A, Actor B, Actor C",,22-09-2020,2008,TV-14,116 min,116,,Thriller,Sample description of the show
s2344,Movie,Show 2344,Show 2344,  Steven   Spielberg  ,Steven Spielberg,"Actor A, Actor B, Actor C",Canada,20-07-2017,1984,TV-PG,1 Seasons,,1,Documentary,Sample description of the show
s2345,TV Show,Show 2345,Show 2345,  Steven   Spielberg  ,Steven Spielberg,"Actor A, Actor B, Actor C",Japan,02-12-2020,2002,R,166 min,166,,Documentary,Sample description of the show
s2346,Movie,Show 2346,Show 2346,Chris Nolan,Chris Nolan,"Actor A, Actor B, Actor C",South Korea,20-12-2018,1981,G,84 min,84,,Comedy,Sample description of the show
s2347,TV Show,Show 2347,Show 2347,John Smith,John Smith,"Actor A, Actor B, Actor C",India,11-02-2018,1985,PG-13,117 min,117,,Action,Sample description of the show
s2348,TV Show,Show 2348,Show 2348,,,"Actor A, Actor B, Actor C",South Korea,01-12-2015,2006,TV-14,139 min,139,,Drama,Sample description of the show
s2349,Movie,Show 2349,Show 2349,Raj Malhotra,Raj Malhotra,"Actor A, Actor B, Actor C",Japan,21-03-2019,2002,PG,87 min,87,,Thriller,Sample description of the show
s2350,Movie,Show 2350,Show 2350,Raj Malhotra,Raj Malhotra,"Actor A, Actor B, Actor C",Japan,15-07-2021,2011,G,93 min,93,,Comedy,Sample description of the show
s2351,TV Show,Show 2351,Show 2351,Anita Desai,Anita Desai,"Actor A, Actor B, Actor C",,22-10-2017,2001,TV-PG,1 Seasons,,1,Romance,Sample description of the show
s2352,Movie,Show 2352,Show 2352,  Steven   Spielberg  ,Steven Spielberg,"Actor A, Actor B, Actor C",Japan,29-04-2022,2005,TV-PG,162 min,162,,Thriller,Sample description of the show
s2353,Movie,Show 2353,Show 2353,John Smith,John Smith,"Actor A, Actor B, Actor C",India,23-11-2020,1987,G,4 Seasons,,4,Comedy,Sample description of the show
s2354,Movie,Show 2354,Show 2354,  Steven   Spielberg  ,Steven Spielberg,"Actor A, Actor B, Actor C",United States,04-08-2021,2007,,160 min,160,,Action,Sample description of the show
s2355,Movie,Show 2355,Show 2355,John Smith,John Smith,,Japan,20-12-2015,1990,TV-MA,83 min,83,,Documentary,Sample description of the show
s2356,TV Show,Show 2356,Show 2356,Raj Malhotra,Raj Malhotra,"Actor A, Actor B, Actor C",South Korea,10-10-2021,2006,,82 min,82,,Comedy,Sample description of the show
s2357,Movie,Show 2357,Show 2357,,,"Actor A, Actor B, Actor C",,20-06-2019,1987,G,82 min,82,,Action,Sample description of the show
s2358,Movie,Show 2358,Show 2358,John Smith,John Smith,"Actor A, Actor B, Actor C",,03-01-2023,1995,,163 min,163,,Comedy,Sample description of the show
s2359,TV Show,Show 2359,Show 2359,Chris Nolan,Chris Nolan,"Actor A, Actor B, Actor C",United Kingdom,31-01-2018,2000,R,163 min,163,,Thriller,Sample description of the show
s2360,TV Show,SHOW 2360,Show 2360,,,"Actor A, Actor B, Actor C",United States,18-04-2015,2011,R,1 Seasons,,1,Horror,Sample description of the show
s2361,Movie,Show 2361,Show 2361,,,"Actor A, Actor B, Actor C",South Korea,29-07-2020,2001,G,2 Seasons,,2,Action,Sample description of the show
s2362,TV Show,Show 2362,Show 2362,John Smith,John Smith,,Canada,28-09-2016,1986,TV-MA,111 min,111,,Drama,Sample description of the show
s2363,TV Show,Show 2363,Show 2363,Raj Malhotra,Raj Malhotra,"Actor A, Actor B, Actor C",United States,29-01-2021,2007,R,159 min,159,,Thriller,Sample description of the show
s2365,TV Show,Show 2365,Show 2365,Chris Nolan,Chris Nolan,"Actor A, Actor B, Actor C",,06-02-2017,1990,PG-13,134 min,134,,Comedy,Sample description of the show
s2366,Movie,Show 2366,Show 2366,John Smith,John Smith,"Actor A, Actor B, Actor C",United States,30-09-2019,2015,PG,155 min,155,,Thriller,Sample description of the show
s2367,TV Show,Show 2367,Show 2367,Chris Nolan,Chris Nolan,,South Korea,21-03-2020,2005,PG-13,156 min,156,,Documentary,Sample description of the show
s2368,TV Show,Show 2368,Show 2368,John Smith,John Smith,"Actor A, Actor B, Actor C",Canada,22-06-2017,2006,PG,89 min,89,,Drama,Sample description of the show
s2369,Movie,Show 2369,Show 2369,Anita Desai,Anita Desai,"Actor A, Actor B, Actor C",Japan,12-11-2018,1985,PG-13,1 Seasons,,1,Thriller,Sample description of the show
s2370,Movie,Show 2370,Show 2370,Chris Nolan,Chris Nolan,"Actor A, Actor B, Actor C",India,09-06-2019,1994,,173 min,173,,Romance,Sample description of the show
s2371,Movie,Show 2371,Show 2371,  Steven   Spielberg  ,Steven Spielberg,"Actor A, Actor B, Actor C",South Korea,27-04-2021,1983,TV-MA,98 min,98,,Comedy,Sample description of the show
s2372,TV Show,Show 2372,Show 2372,  Steven   Spielberg  ,Steven Spielberg,"Actor A, Actor B, Actor C",United Kingdom,30-10-2018,2020,PG,6 Seasons,,6,Thriller,Sample description of the show
s2373,Movie,Show 2373,Show 2373,  Steven   Spielberg  ,Steven Spielberg,"Actor A, Actor B, Actor C",United Kingdom,11-12-2022,1981,TV-14,6 Seasons,,6,Horror,Sample description of the show
s2374,Movie,Show 2374,Show 2374,  Steven   Spielberg  ,Steven Spielberg,,South Korea,03-12-2020,2019,PG-13,1 Seasons,,1,Horror,Sample description of the show
s2375,Movie,Show 2375,Show 2375,Anita Desai,Anita Desai,"Actor A, Actor B, Actor C",South Korea,13-12-2019,1999,,7 Seasons,,7,Comedy,Sample description of the show
s2376,TV Show,Show 2376,Show 2376,  Steven   Spielberg  ,Steven Spielberg,"Actor A, Actor B, Actor C",India,11-09-2020,2010,R,5 Seasons,,5,Drama,Sample description of the show
s2377,TV Show,Show 2377,Show 2377,John Smith,John Smith,"Actor A, Actor B, Actor C",Japan,27-02-2017,2020,G,141 min,141,,Drama,Sample description of the show
s2378,Movie,Show 2378,Show 2378,  Steven   Spielberg  ,Steven Spielberg,"Actor A, Actor B, Actor C",India,22-05-2019,1984,R,154 min,154,,Thriller,Sample description of the show
s2379,Movie,Show 2379,Show 2379,John Smith,John Smith,"Actor A, Actor B, Actor C",,24-02-2015,2023,G,1 Seasons,,1,Thriller,Sample description of the show
s2380,Movie,Show 2380,Show 2380,John Smith,John Smith,"Actor A, Actor B, Actor C",South Korea,08-02-2017,1992,R,171 min,171,,Drama,Sample description of the show
s2381,Movie,Show 2381,Show 2381,,,"Actor A, Actor B, Actor C",United Kingdom,17-05-2019,1993,,175 min,175,,Drama,Sample description of the show
s2382,TV Show,Show 2382,Show 2382,,,"Actor A, Actor B, Actor C",India,27-02-2018,1983,,117 min,117,,Romance,Sample description of the show
s2383,TV Show,Show 2383,Show 2383,,,"Actor A, Actor B, Actor C",India,24-10-2017,2005,,147 min,147,,Thriller,Sample description of the show
s2384,Movie,Show 2384,Show 2384,John Smith,John Smith,"Actor A, Actor B, Actor C",Canada,20-08-2016,2019,TV-14,134 min,134,,Horror,Sample description of the show
s2385,TV Show,Show 2385,Show 2385,John Smith,John Smith,,Japan,29-10-2021,1991,,178 min,178,,Romance,Sample description of the show
s2386,Movie,Show 2386,Show 2386,Anita Desai,Anita Desai,"Actor A, Actor B, Actor C",Canada,10-01-2017,2018,TV-14,134 min,134,,Drama,Sample description of the show
s2387,Movie,Show 2387,Show 2387,Raj Malhotra,Raj Malhotra,"Actor A, Actor B, Actor C",Japan,06-12-2022,1998,PG,3 Seasons,,3,Documentary,Sample description of the show
s2388,Movie,Show 2388,Show 2388,  Steven   Spielberg  ,Steven Spielberg,"Actor A, Actor B, Actor C",India,15-11-2018,2003,TV-MA,131 min,131,,Comedy,Sample description of the show
s2389,TV Show,Show 2389,Show 2389,Raj Malhotra,Raj Malhotra,"Actor A, Actor B, Actor C",United Kingdom,,1991,PG-13,153 min,153,,Horror,Sample description of the show
s2390,Movie,Show 2390,Show 2390,Anita Desai,Anita Desai,"Actor A, Actor B, Actor C",United States,06-04-2018,2020,TV-14,7 Seasons,,7,Romance,Sample description of the show
s2391,Movie,Show 2391,Show 2391,Chris Nolan,Chris Nolan,"Actor A, Actor B, Actor C",United States,02-06-2021,1998,TV-MA,133 min,133,,Thriller,Sample description of the show
s2392,Movie,Show 2392,Show 2392,,,"Actor A, Actor B, Actor C",South Korea,14-06-2019,2014,TV-MA,157 min,157,,Drama,Sample description of the show
s2393,Movie,Show 2393,Show 2393,Chris Nolan,Chris Nolan,"Actor A, Actor B, Actor C",India,22-04-2021,2004,R,177 min,177,,Drama,Sample description of the show
s2394,Movie,Show 2394,Show 2394,  Steven   Spielberg  ,Steven Spielberg,"Actor A, Actor B, Actor C",United States,15-06-2016,2017,,1 Seasons,,1,Romance,Sample description of the show
s2395,TV Show,Show 2395,Show 2395,John Smith,John Smith,"Actor A, Actor B, Actor C",Canada,23-03-2016,1980,TV-14,7 Seasons,,7,Romance,Sample description of the show
s2396,Movie,Show 2396,Show 2396,John Smith,John Smith,"Actor A, Actor B, Actor C",India,25-11-2021,2001,G,5 Seasons,,5,Romance,Sample description of the show
s2397,Movie,Show 2397,Show 2397,Raj Malhotra,Raj Malhotra,"Actor A, Actor B, Actor C",,15-11-2016,1980,,135 min,135,,Comedy,Sample description of the show
s2398,TV Show,Show 2398,Show 2398,Anita Desai,Anita Desai,"Actor A, Actor B, Actor C",United Kingdom,23-04-2017,1983,R,176 min,176,,Romance,Sample description of the show
s2399,TV Show,Show 2399,Show 2399,  Steven   Spielberg  ,Steven Spielberg,"Actor A, Actor B, Actor C",South Korea,11-08-2020,1999,TV-PG,171 min,171,,Thriller,Sample description of the show
s2400,Movie,Show 2400,Show 2400,Anita Desai,Anita Desai,"Actor A, Actor B, Actor C",India,31-12-2021,2001,TV-14,159 min,159,,Comedy,Sample description of the show
s2401,TV Show,Show 2401,Show 2401,,,,Japan,21-01-2020,1985,TV-14,4 Seasons,,4,Action,Sample description of the show
s2402,TV Show,Show 2402,Show 2402,Chris Nolan,Chris Nolan,"Actor A, Actor B, Actor C",,25-02-2015,1991,TV-14,129 min,129,,Thriller,Sample description of the show
s2403,Movie,Show 2403,Show 2403,Raj Malhotra,Raj Malhotra,,United Kingdom,17-08-2019,1981,R,114 min,114,,Drama,Sample description of the show
s2404,TV Show,Show 2404,Show 2404,,,"Actor A, Actor B, Actor C",United Kingdom,25-02-2019,2014,G,2 Seasons,,2,Romance,Sample description of the show
s2405,TV Show,Show 2405,Show 2405,John Smith,John Smith,"Actor A, Actor B, Actor C",India,20-08-2016,2011,PG,113 min,113,,Horror,Sample description of the show
s2406,TV Show,Show 2406,Show 2406,John Smith,John Smith,"Actor A, Actor B, Actor C",United States,02-12-2022,2008,TV-PG,124 min,124,,Action,Sample description of the show
s2407,Movie,Show 2407,Show 2407,  Steven   Spielberg  ,Steven Spielberg,"Actor A, Actor B, Actor C",United Kingdom,21-03-2018,2016,TV-MA,5 Seasons,,5,Drama,Sample description of the show
s2408,TV Show,Show 2408,Show 2408,Raj Malhotra,Raj Malhotra,"Actor A, Actor B, Actor C",,07-04-2019,1985,TV-14,6 Seasons,,6,Drama,Sample description of the show
s2409,Movie,Show 2409,Show 2409,  Steven   Spielberg  ,Steven Spielberg,"Actor A, Actor B, Actor C",,23-10-2020,1999,R,7 Seasons,,7,Horror,Sample description of the show
s2410,Movie,Show 2410,Show 2410,  Steven   Spielberg  ,Steven Spielberg,"Actor A, Actor B, Actor C",South Korea,31-08-2017,1986,PG,90 min,90,,Drama,Sample description of the show
s2411,Movie,Show 2411,Show 2411,Chris Nolan,Chris Nolan,"Actor A, Actor B, Actor C",India,14-04-2015,2007,TV-14,153 min,153,,Romance,Sample description of the show
s2412,TV Show,Show 2412,Show 2412,Chris Nolan,Chris Nolan,"Actor A, Actor B, Actor C",South Korea,,2018,R,155 min,155,,Action,Sample description of the show
s2413,Movie,Show 2413,Show 2413,John Smith,John Smith,"Actor A, Actor B, Actor C",,15-12-2021,2006,TV-14,101 min,101,,Drama,Sample description of the show
s2414,TV Show,Show 2414,Show 2414,Chris Nolan,Chris Nolan,"Actor A, Actor B, Actor C",United Kingdom,,1990,TV-MA,7 Seasons,,7,Action,Sample description of the show
s2415,TV Show,Show 2415,Show 2415,Chris Nolan,Chris Nolan,"Actor A, Actor B, Actor C",Canada,20-09-2019,1991,G,82 min,82,,Action,Sample description of the show
s2416,Movie,Show 2416,Show 2416,Chris Nolan,Chris Nolan,"Actor A, Actor B, Actor C",Canada,14-07-2016,1981,PG,135 min,135,,Action,Sample description of the show
s2417,Movie,Show 2417,Show 2417,Anita Desai,Anita Desai,"Actor A, Actor B, Actor C",India,22-05-2020,2003,TV-14,8 Seasons,,8,Action,Sample description of the show
s2418,TV Show,Show 2418,Show 2418,John Smith,John Smith,"Actor A, Actor B, Actor C",United States,06-11-2021,2012,TV-14,166 min,166,,Horror,Sample description of the show
s2419,TV Show,Show 2419,Show 2419,Chris Nolan,Chris Nolan,"Actor A, Actor B, Actor C",India,28-11-2018,2012,R,158 min,158,,Horror,Sample description of the show
s2420,TV Show,Show 2420,Show 2420,,,"Actor A, Actor B, Actor C",United Kingdom,04-08-2022,1993,,3 Seasons,,3,Drama,Sample description of the show
s2421,Movie,Show 2421,Show 2421,Chris Nolan,Chris Nolan,,Canada,16-08-2015,1999,,89 min,89,,Thriller,Sample description of the show
s2422,TV Show,Show 2422,Show 2422,Raj Malhotra,Raj Malhotra,"Actor A, Actor B, Actor C",South Korea,16-02-2019,1988,TV-14,6 Seasons,,6,Romance,Sample description of the show
s2423,Movie,Show 2423,Show 2423,Chris Nolan,Chris Nolan,"Actor A, Actor B, Actor C",South Korea,08-03-2021,1993,TV-14,174 min,174,,Drama,Sample description of the show
s2424,TV Show,Show 2424,Show 2424,  Steven   Spielberg  ,Steven Spielberg,,India,24-10-2015,2022,TV-PG,7 Seasons,,7,Thriller,Sample description of the show
s2425,TV Show,Show 2425,Show 2425,John Smith,John Smith,"Actor A, Actor B, Actor C",Japan,07-03-2020,2015,,82 min,82,,Romance,Sample description of the show
s2426,TV Show,Show 2426,Show 2426,Anita Desai,Anita Desai,"Actor A, Actor B, Actor C",,07-05-2018,1995,PG-13,111 min,111,,Thriller,Sample description of the show
s2427,TV Show,Show 2427,Show 2427,Chris Nolan,Chris Nolan,"Actor A, Actor B, Actor C",India,03-06-2022,2017,PG,121 min,121,,Thriller,Sample description of the show
